O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1556,Prepare samples or photomicrographs for testing and analysis.,Supplemental,22,07/2016,Occupational Expert,FALSE,FALSE,41.67,0,25,8.33,8.33,8.33,8.33,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1559,Determine amounts and kinds of chemicals to use in destroying harmful organisms or removing impurities from purification systems.,Supplemental,22,07/2016,Occupational Expert,FALSE,FALSE,16.67,16.67,50,16.67,0,0,0,3,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",20871,Develop testing procedures.,Supplemental,21,07/2016,Occupational Expert,TRUE,TRUE,45.45,27.27,18.18,9.09,0,0,0,1,N/A,N/A
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1569,Conduct standardized tests to ensure materials or supplies used throughout power supply systems meet processing and safety specifications.,Supplemental,22,07/2016,Occupational Expert,FALSE,FALSE,44.44,22.22,22.22,0,0,11.11,0,1,N/A,N/A
19-4044.00,Hydrologic Technicians,22292,"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22293,"Answer technical questions from hydrologists, policymakers, or other customers developing water conservation plans.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22294,"Apply research findings to minimize the environmental impacts of pollution, waterborne diseases, erosion, or sedimentation.",,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22295,Assist in designing programs to ensure the proper sealing of abandoned wells.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22296,"Collect water and soil samples to test for physical, chemical, or biological properties, such as pH, oxygen level, temperature, and pollution.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22297,Develop computer models for hydrologic predictions.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22298,"Estimate the costs and benefits of municipal projects, such as hydroelectric power plants, irrigation systems, and wastewater treatment facilities.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22299,"Investigate complaints or conflicts related to the alteration of public waters by gathering information, recommending alternatives, or preparing legal documents.",,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22300,"Investigate the properties, origins, or activities of glaciers, ice, snow, or permafrost.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22301,"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22302,"Measure the properties of bodies of water, such as water levels, volume, and flow.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22303,Perform quality control checks on data to be used by hydrologists.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22304,"Prepare, install, maintain, or repair equipment used for hydrologic study, such as water level recorders, stream flow gauges, and water analyzers.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22305,Provide real time data to emergency management and weather service personnel during flood events.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22306,"Write groundwater contamination reports on known, suspected, or potential hazardous waste sites.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4044.00,Hydrologic Technicians,22307,"Write materials for research publications, such as maps, tables, and reports, to disseminate findings.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4051.00,Nuclear Technicians,22308,Follow nuclear equipment operational policies and procedures that ensure environmental safety.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,0.78,2.61,4.54,31.89,24.97,35.21,7,N/A,N/A
19-4051.00,Nuclear Technicians,22309,Conduct surveillance testing to determine safety of nuclear equipment.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,2.63,13.01,37.04,24.49,14.47,8.36,4,N/A,N/A
19-4051.00,Nuclear Technicians,22310,"Monitor nuclear reactor equipment performance to identify operational inefficiencies, hazards, or needs for maintenance or repair.",Core,,11/2020,Analyst - Transition,TRUE,FALSE,0,0,4.83,3.4,35.45,26.03,30.29,5,N/A,N/A
19-4051.00,Nuclear Technicians,22311,Test plant equipment to ensure it is operating properly.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,0,3.87,27.43,39.22,16.96,12.53,5,N/A,N/A
19-4051.00,Nuclear Technicians,22312,Apply safety tags to equipment needing maintenance.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,9.36,3.92,18.6,39.93,19.38,8.81,5,N/A,N/A
19-4051.00,Nuclear Technicians,22313,Follow policies and procedures for radiation workers to ensure personnel safety.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,0,0,8.91,27.95,30.72,32.42,7,N/A,N/A
19-4051.00,Nuclear Technicians,22314,"Modify, devise, or maintain nuclear equipment used in operations.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,3.07,6.56,12.82,11.81,38.44,11.57,15.73,5,N/A,N/A
19-4051.00,Nuclear Technicians,22315,"Monitor instruments, gauges, or recording devices under direction of nuclear experimenters.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,2.22,8.47,0.9,4.36,10.05,33.58,40.42,7,N/A,N/A
19-4051.00,Nuclear Technicians,22316,"Perform testing, maintenance, repair, or upgrading of accelerator systems.",Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,4.23,0,13.37,32.79,29.93,8.88,10.8,4,N/A,N/A
19-4051.00,Nuclear Technicians,22317,"Adjust controls of equipment to control particle beam movement, pulse rates, energy or intensity, or radiation, according to specifications.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,0,12.89,13.02,14.57,14.09,22.9,22.52,6,N/A,N/A
19-4051.00,Nuclear Technicians,22318,Warn maintenance workers of radiation hazards and direct workers to vacate hazardous areas.,Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,60.44,10.92,5.85,6.6,7.77,2.5,5.92,1,N/A,N/A
19-4051.00,Nuclear Technicians,22319,"Calculate equipment operating factors, such as radiation times, dosages, temperatures, gamma intensities, or pressures, using standard formulas and conversion tables.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,7.05,20.75,19,23.39,13.13,7.23,9.46,4,N/A,N/A
19-4051.00,Nuclear Technicians,22320,"Measure the intensity and identify the types of radiation in work areas, equipment, or materials, using radiation detectors or other instruments.",Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,14.72,15.28,4.46,26.72,12.07,21.68,5.07,4,N/A,N/A
19-4051.00,Nuclear Technicians,22321,"Communicate with accelerator maintenance personnel to ensure readiness of support systems, such as vacuum, water cooling, or radio frequency power sources.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,1.47,1.52,19.77,20.66,25.9,12.23,18.46,5,N/A,N/A
19-4051.00,Nuclear Technicians,22322,Set control panel switches to route electric power from sources and direct particle beams through injector units.,Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,16.91,0,0,28.15,16.85,0,38.09,7,N/A,N/A
19-4051.00,Nuclear Technicians,22323,"Identify and implement appropriate decontamination procedures, based on equipment and the size, nature, and type of contamination.",Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,31.45,21.7,15.03,12.31,10.35,1.36,7.8,1,N/A,N/A
19-4051.00,Nuclear Technicians,22324,"Decontaminate objects by cleaning them using soap or solvents or by abrading using brushes, buffing machines, or sandblasting machines.",Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,38.31,33.93,22.39,0,5.38,0,0,1,N/A,N/A
19-4051.00,Nuclear Technicians,22325,"Prepare reports to communicate information such as contamination test results, decontamination results, or decontamination procedures.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,21.71,0,29.7,27.72,14.19,0,6.69,3,N/A,N/A
19-4051.00,Nuclear Technicians,22326,"Collect air, water, gas or solid samples for testing to determine radioactivity levels or to ensure appropriate radioactive containment.",Supplemental,,11/2020,Analyst - Transition,FALSE,FALSE,23.83,23.41,26.24,3.77,14.3,4.45,4,3,N/A,N/A
19-4051.00,Nuclear Technicians,22327,"Determine or recommend radioactive decontamination procedures, according to the size and nature of equipment and the degree of contamination.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4051.00,Nuclear Technicians,22328,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,20539,Brief workers on radiation levels in work areas.,Core,115,07/2014,Incumbent,FALSE,FALSE,0,4.06,3.07,8.1,30.47,28.73,25.57,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7597,Calculate safe radiation exposure times for personnel using plant contamination readings and prescribed safe levels of radiation.,Core,114,07/2014,Incumbent,TRUE,TRUE,4.5,9.19,15.31,15.71,31.02,17.09,7.19,5,TRUE,"Yes.
The final text-based outcome is a report detailing the calculated safe radiation exposure times for personnel based on plant contamination readings and prescribed safe levels of radiation."
19-4051.02,Nuclear Monitoring Technicians,7599,Monitor personnel to determine the amounts and intensities of radiation exposure.,Core,114,07/2014,Incumbent,TRUE,FALSE,1.67,2.53,7.68,14.94,45.38,17.92,9.89,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7600,Inform supervisors when individual exposures or area radiation levels approach maximum permissible limits.,Core,115,07/2014,Incumbent,TRUE,TRUE,16.9,19.57,15.77,15.62,25.91,5.33,0.9,5,TRUE,"Yes.
The final text-based outcome is a notification or report to supervisors detailing the individual exposures or area radiation levels that are approaching maximum permissible limits."
19-4051.02,Nuclear Monitoring Technicians,7598,Provide initial response to abnormal events or to alarms from radiation monitoring equipment.,Core,118,07/2014,Incumbent,FALSE,FALSE,11.19,25.85,23.8,14.15,19.13,4.3,1.59,2,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7602,"Determine intensities and types of radiation in work areas, equipment, or materials, using radiation detectors or other instruments.",Core,116,07/2014,Incumbent,FALSE,FALSE,0,2.53,2.29,9.69,45.82,25.87,13.8,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7601,Instruct personnel in radiation safety procedures and demonstrate use of protective clothing and equipment.,Core,116,07/2014,Incumbent,FALSE,FALSE,1.86,1.9,7.93,16.85,39.75,16.35,15.36,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7603,"Collect samples of air, water, gases, or solids to determine radioactivity levels of contamination.",Core,115,07/2014,Incumbent,FALSE,FALSE,0.5,6.8,10.2,21.54,42.24,16.59,2.14,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,20540,"Analyze samples, such as air or water samples, for contaminants or other elements.",Core,119,07/2014,Incumbent,FALSE,FALSE,1.3,4.81,11.27,18.73,30.51,28.3,5.07,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7605,"Determine or recommend radioactive decontamination procedures, according to the size and nature of equipment and the degree of contamination.",Core,118,07/2014,Incumbent,FALSE,FALSE,0,14.92,22.73,23.53,24.56,13.37,0.88,5,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7604,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,Core,115,07/2014,Incumbent,FALSE,FALSE,3.04,11.64,34.06,14.55,33.6,2.13,0.98,3,N/A,N/A
19-4051.02,Nuclear Monitoring Technicians,7612,"Prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes.",Core,119,07/2014,Incumbent,TRUE,TRUE,3.03,12.49,16.43,22.11,29.24,14.53,2.17,5,TRUE,"Yes.
A report detailing the contamination tests conducted, the materials or equipment decontaminated, and the methods used in the decontamination processes."
19-4051.02,Nuclear Monitoring Technicians,20541,"Place radioactive waste, such as sweepings or broken sample bottles, into containers for shipping or disposal.",Core,114,07/2014,Incumbent,FALSE,FALSE,3.2,6.11,27.93,22,26.52,11.9,2.34,3,N/A,N/A
